,COP,AXP,RTN,BA,AAPL,PEP,NAV,GSK,MSFT,KMB,R,SAP,GS,CL,WAG,WMT,GE,SNE,PFE,AMZN,MAR,NVS,KO,MMM,CMCSA,SNY,IBM,CVX,WFC,DD,CVS,TOT,CAT,CAJ,BAC,AIG,TWX,HD,TXN,KFT,VLO,F,CVC,TM,PG,LMT,K,HMC,GD,HPQ,DELL,MTU,XRX,YHOO,XOM,JPM,MCD,CSCO,NOC,UN
2011-08-22,43.82,43.25,36.86,55.74,346.66,57.82,35.73,37.39,22.64,60.53,38.69,47.53,103.04,40.39,33.04,49.69,13.99,20.69,16.43,177.54,23.92,50.9,31.58,73.12,18.94,32.25,153.58,87.42,21.71,40.93,31.14,40.66,75.79,45.64,6.36,21.75,26.22,30.79,23.91,32.28,16.53,9.63,15.24,70.54,57.43,63.67,49.51,30.7,54.43,23.11,13.56,4.45,7.03,12.84,66.68,31.28,81.85,14.24,46.69,31.21
2011-08-23,45.46,45.01,37.89,58.02,363.35,59.28,37.83,39.05,23.34,61.9,40.07,49.62,103.38,41.25,32.83,50.66,14.39,21.0,16.95,193.55,24.93,52.8,32.42,75.71,19.2,33.8,158.74,91.2,22.7,42.43,32.28,42.21,78.72,47.47,6.24,22.87,27.29,31.58,24.93,32.8,17.57,9.92,16.0,72.88,58.64,65.45,49.89,31.11,55.66,23.2,14.2,4.42,7.24,13.35,69.99,32.56,83.5,14.65,48.05,31.94
2011-08-24,45.75,46.62,38.83,58.9,365.85,59.48,40.34,39.08,23.51,62.52,40.96,50.62,106.72,41.38,32.5,50.82,14.56,20.41,17.09,193.73,26.05,53.25,32.71,76.3,19.69,33.77,161.09,91.44,23.17,43.07,33.3,41.91,81.02,47.35,6.92,23.5,28.2,32.78,24.81,32.92,17.85,10.05,15.85,72.08,58.91,66.71,50.11,30.61,57.05,23.83,14.2,4.28,7.44,13.15,69.87,33.55,84.06,14.66,49.21,31.58
2011-08-25,44.82,46.63,37.75,58.34,363.46,58.85,39.83,37.74,23.19,61.94,40.35,49.2,106.26,41.17,32.3,50.18,14.31,20.35,16.69,192.03,24.99,51.86,31.91,74.3,19.37,32.91,159.95,89.92,23.48,42.46,32.84,40.71,78.98,45.5,7.58,22.95,27.61,32.28,24.05,32.34,17.63,9.89,15.71,71.27,58.19,65.6,49.5,31.3,56.11,23.66,13.75,4.19,7.14,12.87,68.19,33.44,82.74,14.3,48.28,30.93
2011-08-26,45.33,47.01,38.39,59.96,373.05,58.98,40.2,37.77,23.84,62.43,42.29,51.03,108.11,41.64,32.67,50.37,14.39,20.69,16.92,199.27,25.21,52.19,32.16,76.03,19.69,33.08,163.39,90.75,23.32,43.05,33.2,41.12,80.79,45.88,7.69,23.21,28.28,32.43,24.25,32.66,18.21,10.0,16.03,71.65,58.23,66.7,49.87,31.66,57.31,23.46,14.21,4.3,7.32,12.74,69.02,33.9,83.88,14.53,49.15,31.4
2011-08-29,46.9,47.08,39.3,61.68,379.27,59.91,42.5,38.54,24.39,62.98,43.3,52.23,112.29,42.56,33.57,50.64,14.85,21.63,17.54,206.53,26.64,52.72,32.73,78.02,20.33,33.61,166.75,92.52,24.11,44.37,34.37,42.35,83.63,46.59,8.31,24.95,29.55,32.42,24.86,33.26,18.94,10.51,16.64,72.1,58.71,67.45,50.79,32.0,58.93,24.69,14.48,4.38,7.64,13.68,70.43,35.24,84.68,14.93,50.82,31.4
2011-08-30,46.94,47.19,39.56,63.05,379.29,60.25,41.57,38.02,24.76,63.06,44.47,51.76,111.77,42.97,33.61,50.29,14.93,22.01,17.54,210.92,26.63,52.63,32.79,77.99,20.41,33.25,166.65,92.2,24.09,45.04,34.57,41.83,85.22,46.42,8.04,24.85,29.78,32.26,24.9,33.39,19.2,10.45,16.61,70.94,59.09,68.16,50.9,31.83,59.81,24.62,14.37,4.36,7.65,13.84,70.23,34.7,85.24,14.83,51.27,31.25
2011-08-31,47.1,48.2,39.91,63.84,374.27,60.65,41.4,38.6,25.11,63.65,44.86,52.36,112.78,42.65,33.34,50.64,15.1,21.95,17.64,215.23,26.82,53.91,33.07,78.86,20.59,33.7,166.07,92.62,24.75,45.09,34.72,42.67,86.33,47.24,8.1,25.28,30.16,32.08,24.91,33.69,19.83,10.69,16.68,71.84,59.26,68.25,51.34,32.47,59.93,24.6,14.38,4.5,7.87,13.61,70.33,35.17,84.89,14.86,51.47,31.72
2011-09-01,47.03,48.0,39.29,63.06,370.57,60.39,41.01,38.4,24.74,63.3,43.94,51.64,108.84,42.62,33.75,50.13,15.0,21.76,17.57,212.54,26.34,54.01,33.07,77.55,20.7,33.49,164.54,92.32,23.92,44.67,34.59,42.38,84.01,46.85,7.84,24.74,29.81,31.64,24.3,33.49,19.62,10.43,16.48,71.17,58.87,67.2,51.01,32.82,59.01,24.26,14.22,4.42,7.69,13.35,69.83,33.99,84.57,15.01,50.37,31.73
2011-09-02,45.97,47.04,38.1,61.14,363.78,59.59,39.58,37.62,24.35,62.7,42.26,49.94,103.89,41.96,32.92,49.54,14.59,20.73,17.15,210.0,24.99,52.84,32.74,75.41,20.1,32.3,161.31,90.34,22.95,43.68,34.25,41.26,81.0,46.03,7.19,23.61,29.15,30.92,23.83,32.97,19.14,10.02,15.65,69.34,58.21,65.65,50.67,31.95,56.99,23.01,13.78,4.32,7.5,12.87,68.54,32.42,83.65,14.62,48.81,31.22
2011-09-06,45.46,46.6,37.62,59.93,369.32,58.79,38.8,37.44,24.08,62.82,40.99,48.89,101.46,42.19,33.23,49.21,14.12,19.86,17.33,216.18,24.33,51.59,32.59,74.2,19.83,32.02,159.5,89.59,22.68,43.1,34.62,39.31,81.3,45.06,6.93,23.27,28.57,30.8,23.67,32.79,18.89,9.83,15.31,68.27,58.05,65.51,50.58,30.6,56.39,22.34,13.78,4.18,7.41,12.91,67.6,31.31,83.4,14.49,48.68,30.56
2011-09-07,46.57,48.47,38.62,61.97,373.39,58.0,39.12,38.06,24.54,63.68,42.92,50.82,105.13,43.52,34.16,49.91,14.63,20.45,17.66,219.9,25.33,52.6,33.24,76.56,20.48,32.64,161.63,93.04,23.67,44.31,35.8,40.67,84.14,45.7,7.42,25.34,29.26,31.58,24.6,33.46,19.44,10.16,15.8,69.85,58.37,67.1,51.43,31.1,57.38,22.82,14.08,4.26,7.62,13.61,69.98,32.6,83.84,15.06,50.04,30.88
2011-09-08,45.58,48.03,38.24,59.97,373.6,57.74,38.61,37.68,24.75,63.33,42.21,49.26,101.68,42.88,33.97,49.71,14.44,20.1,17.49,217.26,24.56,51.67,33.41,75.32,20.51,31.43,159.64,92.21,23.14,43.34,35.79,40.44,82.57,45.27,7.14,24.54,28.42,31.19,24.52,33.73,20.24,9.94,15.4,69.37,58.54,66.18,51.42,30.56,56.49,22.56,13.87,4.15,7.44,14.44,69.19,31.38,83.2,15.45,49.73,29.98
2011-09-09,44.44,45.85,37.52,59.0,367.12,56.47,36.87,37.01,24.3,62.52,40.73,47.29,99.22,42.17,33.45,48.9,13.97,19.63,16.99,211.39,23.89,51.11,32.56,72.84,20.02,30.14,155.89,89.2,22.3,42.29,35.29,39.16,79.65,44.04,6.92,23.31,27.52,30.62,24.78,33.2,19.48,9.67,14.77,67.8,57.55,65.84,50.18,29.67,55.18,21.41,13.51,4.16,7.03,14.48,67.47,30.04,79.84,15.01,48.82,29.26
2011-09-12,44.45,46.02,37.79,59.57,369.51,56.61,36.46,36.85,24.44,62.53,40.53,47.21,99.87,41.58,33.76,49.34,13.9,19.5,16.96,216.56,23.85,50.36,32.57,74.33,20.24,29.67,156.9,89.87,22.85,41.36,35.56,38.83,79.57,44.3,6.99,23.53,27.81,31.09,24.97,32.95,19.49,9.72,14.75,68.17,57.54,66.45,49.76,29.44,55.09,21.46,13.73,4.13,7.13,14.26,68.26,30.36,80.93,15.26,49.39,28.82
2011-09-13,44.81,46.45,37.93,60.01,374.06,56.99,37.0,36.7,24.58,62.77,41.91,47.48,101.01,42.41,34.02,49.12,14.27,19.54,17.03,219.53,24.96,50.94,32.66,73.94,20.91,29.72,157.88,89.89,23.1,41.72,35.35,38.87,80.66,44.7,6.94,24.11,28.04,31.38,25.32,32.93,19.28,9.78,15.4,69.05,57.64,66.89,49.58,30.02,55.17,21.57,13.91,4.24,7.28,14.26,68.08,30.42,80.87,15.51,49.37,28.49
2011-09-14,45.64,47.51,37.91,60.18,378.61,57.97,38.5,36.95,25.02,63.43,42.9,48.3,101.44,43.32,34.7,49.7,14.62,19.88,17.11,222.57,25.91,51.64,32.98,75.49,21.04,30.28,161.56,91.18,23.41,42.52,35.45,39.48,81.07,43.38,6.99,24.44,28.49,32.23,25.91,33.22,19.16,9.92,16.47,69.57,58.01,67.69,49.77,30.55,55.98,21.79,14.37,4.27,7.42,14.55,69.02,30.71,81.46,15.49,49.86,28.97
2011-09-15,46.3,47.86,38.37,61.41,382.17,59.51,38.72,37.11,25.48,63.94,43.59,49.65,104.77,43.75,35.32,50.0,15.03,20.03,17.18,226.78,26.4,52.06,33.57,76.62,21.65,30.96,164.31,93.01,23.89,43.42,35.68,40.4,82.16,43.26,7.27,24.99,29.42,32.94,26.33,33.63,19.55,10.22,16.15,71.21,58.42,69.4,50.76,31.65,57.26,22.11,14.81,4.33,7.5,14.89,70.32,31.66,82.7,15.81,51.04,29.19
2011-09-16,46.56,48.6,38.89,62.42,389.51,58.41,39.06,37.36,25.6,64.89,43.19,49.6,104.3,44.39,34.99,50.13,15.27,20.5,16.86,239.3,26.75,51.69,33.67,76.53,21.96,30.93,167.11,93.36,23.66,44.01,35.02,40.14,81.49,44.29,7.17,25.39,29.49,33.26,26.44,33.73,19.36,10.21,16.5,70.81,59.86,69.94,51.03,31.57,56.68,22.36,14.7,4.42,7.61,14.97,70.83,31.3,82.9,15.76,51.66,29.23
2011-09-19,46.2,47.21,38.66,61.25,400.33,57.01,38.2,37.41,25.69,64.99,42.57,48.47,101.7,44.24,35.08,49.94,15.13,20.17,16.78,241.69,26.33,50.97,33.32,75.27,21.89,30.32,167.25,92.49,23.07,43.32,34.51,39.31,80.26,43.84,6.93,24.61,29.31,33.01,26.32,33.55,18.68,10.14,16.2,70.84,59.38,70.55,50.55,31.46,56.27,21.77,14.38,4.39,7.5,14.61,70.03,30.42,83.39,15.66,50.77,28.82
2011-09-20,46.36,47.78,38.17,60.69,402.1,56.85,37.27,37.88,25.47,65.51,41.25,48.59,99.57,44.54,35.12,49.79,14.99,19.81,16.95,233.25,26.21,51.07,33.39,75.27,21.75,30.64,168.78,91.63,23.39,42.93,34.62,39.07,79.37,44.07,6.84,24.55,29.74,33.45,26.17,33.21,18.31,10.02,16.16,70.43,59.63,69.4,50.51,31.06,55.69,21.35,14.39,4.31,7.36,14.36,70.32,30.2,83.86,15.68,50.74,28.98
2011-09-21,44.94,46.77,36.75,58.26,400.83,57.22,35.11,36.89,24.53,64.43,38.8,48.22,94.96,42.66,34.44,48.86,14.38,19.18,16.58,231.87,25.44,50.66,32.74,72.55,20.93,29.69,167.14,88.33,22.48,41.67,34.16,38.24,75.29,43.53,6.33,22.9,28.57,32.52,25.54,32.84,17.36,9.59,15.56,68.3,58.64,66.83,49.74,30.15,53.56,22.79,14.21,4.23,7.1,13.96,68.38,28.41,82.18,15.02,48.89,28.5
2011-09-22,43.5,45.22,35.84,56.07,390.79,57.35,32.69,36.33,23.66,64.35,37.15,46.79,91.2,41.44,33.36,47.87,14.06,18.66,16.25,223.23,24.55,49.78,32.05,69.28,20.12,29.03,162.89,84.49,21.97,38.91,33.46,36.58,70.11,42.75,6.01,21.57,27.54,31.76,24.92,32.43,16.2,9.25,15.01,66.97,56.92,67.28,49.54,29.11,52.25,21.67,13.54,4.12,6.74,13.99,65.79,27.41,80.74,14.54,48.18,28.35
2011-09-23,43.25,45.04,36.29,56.82,393.2,56.8,34.24,36.65,23.66,65.06,37.07,46.85,92.36,42.15,33.03,48.37,14.22,19.02,16.21,223.61,24.89,49.55,31.86,70.31,20.49,29.4,163.59,84.34,22.46,37.79,33.0,36.73,70.07,43.28,6.26,22.14,28.47,32.4,25.87,32.44,16.13,9.48,15.7,67.85,57.0,66.32,49.72,29.21,52.3,21.21,13.93,4.22,6.73,14.71,65.85,27.71,82.04,14.81,48.1,28.81
2011-09-26,44.37,46.12,37.3,59.21,392.1,58.26,35.26,37.42,24.01,65.84,37.51,47.93,96.2,43.09,34.11,49.35,14.55,18.99,16.51,229.85,25.36,50.55,32.5,71.45,20.97,30.05,168.58,85.73,23.51,38.8,33.26,38.2,72.91,44.54,6.54,23.41,29.29,32.67,26.04,32.96,16.75,9.69,16.11,68.77,58.2,67.87,50.48,29.92,53.17,21.58,14.27,4.34,7.02,14.75,68.14,29.63,83.89,15.17,49.38,29.32
2011-09-27,44.46,45.65,37.45,59.94,388.3,58.77,35.83,38.02,24.23,66.19,38.64,49.31,96.6,43.17,31.97,49.54,14.73,19.22,16.49,224.21,26.05,51.13,32.88,72.49,21.38,30.74,171.67,87.65,23.67,39.48,33.54,39.0,73.69,45.74,6.43,23.33,30.21,32.56,26.64,33.61,16.75,9.73,16.57,68.8,58.87,68.32,51.21,30.17,54.52,22.42,14.67,4.41,7.18,14.54,69.28,29.56,84.26,15.24,50.4,29.57
2011-09-28,43.75,45.06,37.19,59.12,386.11,58.33,33.37,37.67,24.15,64.92,36.93,49.3,93.47,42.06,31.01,48.85,14.44,19.34,16.32,229.71,25.47,51.5,32.17,69.94,21.06,30.46,171.52,85.96,23.19,38.2,32.89,38.71,71.23,45.15,6.11,22.66,29.32,32.29,25.97,33.21,16.11,9.55,15.76,69.14,58.37,67.45,50.75,29.71,53.72,22.04,14.41,4.44,6.97,14.19,68.48,28.53,82.66,15.02,49.09,29.29
2011-09-29,44.54,45.3,38.09,59.55,379.85,58.91,33.46,37.62,24.02,66.24,37.59,50.1,96.91,42.45,30.8,49.44,14.83,19.73,16.71,222.44,26.29,52.13,32.63,70.83,20.77,31.27,173.08,88.45,23.7,38.63,32.95,39.88,71.52,45.87,6.3,22.84,29.24,32.47,25.84,33.45,16.23,9.62,15.4,70.21,59.28,66.68,50.9,30.27,54.41,22.6,14.38,4.55,7.0,13.42,70.2,29.39,83.36,15.03,50.2,29.87
2011-09-30,43.81,43.54,37.73,57.77,370.85,58.27,32.12,37.21,23.5,66.03,35.74,48.62,91.75,42.04,31.14,49.42,14.23,19.0,16.43,216.23,24.95,51.43,31.93,68.22,20.03,30.23,168.93,86.76,22.87,37.34,32.48,38.89,70.05,45.26,6.07,21.91,28.55,31.58,25.32,32.58,15.51,9.3,14.53,68.26,58.79,66.82,50.28,29.15,53.21,21.33,13.68,4.45,6.65,13.17,69.01,28.2,82.46,14.7,49.16,29.37
2011-10-03,42.2,42.16,36.85,55.62,364.32,56.75,30.68,36.53,23.16,65.7,33.78,46.48,87.41,41.86,30.74,49.47,13.73,18.11,16.1,211.98,23.98,50.43,30.92,67.4,19.6,29.38,167.4,84.22,21.98,35.95,31.88,37.35,66.93,44.59,5.48,20.42,27.59,30.36,25.14,32.09,14.98,9.01,13.88,66.97,58.48,65.46,49.98,28.74,52.06,21.1,13.46,4.34,6.41,13.53,67.6,26.83,80.77,14.41,47.93,28.75
2011-10-04,43.08,42.11,37.46,56.47,362.28,56.9,32.56,37.02,23.92,65.44,35.7,48.02,91.78,41.92,31.1,50.35,13.89,18.82,16.34,212.5,24.82,51.15,30.83,68.43,20.38,30.26,168.8,85.72,22.96,37.58,31.9,39.09,68.82,44.5,5.71,20.51,28.62,31.2,25.89,31.88,15.67,9.69,14.67,67.21,58.97,66.88,50.28,28.87,53.41,21.88,14.06,4.28,6.69,14.46,69.2,28.58,81.2,14.84,48.71,29.34
2011-10-05,44.23,42.27,37.29,57.25,367.87,56.75,33.03,37.7,24.44,65.41,36.73,49.26,91.5,42.43,31.27,50.13,14.27,18.78,16.71,219.5,25.81,50.81,30.97,68.92,20.82,30.24,170.84,88.7,23.23,38.49,32.17,39.73,70.45,45.32,5.72,21.32,29.47,31.55,26.8,31.91,17.11,10.16,14.97,66.69,58.94,66.68,50.05,29.17,54.42,22.67,14.88,4.26,6.8,15.92,70.26,29.13,80.59,15.39,48.77,29.25
2011-10-06,44.52,43.26,37.76,58.7,367.01,57.02,33.6,38.18,24.86,66.0,37.71,50.51,95.03,42.75,31.59,50.22,14.52,19.12,16.94,221.51,26.36,51.75,30.91,70.94,21.26,30.73,175.52,88.65,24.06,39.1,32.63,41.05,73.14,46.44,6.23,21.98,29.8,32.08,26.91,32.56,17.7,10.57,15.42,67.2,59.19,67.27,50.51,29.59,55.59,23.8,15.04,4.28,6.87,15.65,70.21,30.58,81.8,15.95,49.27,29.99
2011-10-07,44.39,42.29,38.25,59.02,359.65,57.44,33.58,38.64,24.78,65.98,37.14,50.44,89.94,42.86,31.63,51.13,14.49,18.25,17.13,224.74,25.8,51.76,31.15,70.15,21.23,30.31,176.19,88.46,23.27,39.14,32.66,41.59,71.65,45.14,5.85,20.93,29.39,32.59,27.51,32.75,17.26,10.28,15.12,66.13,59.47,68.07,50.67,29.17,56.16,23.64,14.78,4.22,6.84,15.47,69.89,29.0,81.88,15.87,49.76,29.76
2011-10-10,46.32,44.26,39.26,61.14,378.14,58.24,35.94,39.43,25.43,66.63,39.03,52.6,93.29,43.49,31.88,52.19,15.09,19.0,17.58,231.32,27.13,53.32,31.62,72.91,22.19,31.55,180.28,92.02,24.78,40.33,33.21,43.42,75.07,46.38,6.23,22.14,30.6,33.31,28.33,33.28,18.36,10.78,16.15,68.0,60.3,69.68,51.09,29.81,58.16,24.46,15.57,4.34,7.14,15.84,72.48,30.51,83.11,16.27,51.55,30.12
2011-10-11,46.37,44.56,39.03,61.08,389.3,57.37,37.61,39.06,25.49,66.44,39.4,52.92,93.83,42.83,31.99,52.1,15.09,19.58,17.51,235.48,26.81,53.06,31.57,72.62,22.12,31.45,178.71,91.45,24.7,40.56,33.23,43.35,76.52,46.0,6.32,22.32,30.9,33.35,28.15,33.37,18.95,10.81,15.89,67.31,60.09,70.21,51.25,30.12,57.98,24.63,15.65,4.34,7.09,15.86,72.47,30.51,83.89,16.18,51.68,30.27
2011-10-12,46.94,45.8,39.76,61.41,391.15,59.02,38.56,39.11,25.45,66.94,41.23,53.49,96.17,43.24,31.39,52.56,15.33,19.94,17.49,236.81,27.69,53.53,31.89,74.46,22.72,31.79,179.8,91.62,25.56,41.08,33.52,44.32,77.51,46.47,6.52,23.71,31.35,33.36,28.22,33.57,19.41,10.94,15.74,67.8,60.38,70.03,51.46,30.26,58.96,24.58,15.71,4.34,7.14,15.77,73.31,31.36,82.97,16.43,52.13,30.46
2011-10-13,46.84,45.11,39.57,60.66,397.22,58.7,38.68,39.48,25.66,66.39,41.48,53.94,93.3,43.19,31.21,52.39,15.16,20.22,17.43,236.15,27.62,53.54,31.86,73.93,22.68,32.44,180.47,91.63,24.77,40.89,33.55,44.8,77.26,46.02,6.17,22.98,31.41,33.06,28.89,33.81,19.76,10.91,16.2,67.7,60.16,70.29,51.0,30.15,58.29,24.36,15.83,4.38,7.19,15.93,72.56,29.85,83.86,16.59,51.19,30.97
2011-10-14,48.2,44.89,39.9,61.0,410.42,58.59,41.51,39.33,25.74,66.87,42.85,55.37,93.86,43.77,31.24,52.81,15.52,20.17,17.69,246.71,28.08,54.0,32.07,74.97,23.04,32.64,184.06,94.14,25.29,42.12,33.96,46.0,79.78,45.51,6.14,23.32,31.94,33.68,29.39,34.18,20.61,11.12,16.73,67.46,60.38,69.9,51.83,29.75,58.5,24.81,16.08,4.37,7.37,15.91,74.22,30.12,84.45,16.71,51.41,31.86
2011-10-17,47.75,43.94,39.15,58.99,408.46,58.26,39.19,38.96,25.47,66.23,41.1,54.48,94.03,43.11,32.09,52.16,15.17,20.37,17.37,242.33,26.89,52.93,31.67,72.11,22.54,31.72,180.25,92.4,23.16,40.9,33.64,44.87,77.34,44.63,5.98,22.19,31.41,33.3,28.71,33.73,19.75,10.96,15.91,67.32,59.8,68.73,51.82,29.7,57.46,23.62,15.45,4.33,7.13,15.7,73.61,29.32,83.25,16.35,50.73,31.15
2011-10-18,48.36,45.45,40.0,60.6,410.65,58.75,40.38,39.11,25.78,66.75,43.37,56.04,99.22,43.77,32.03,53.21,15.62,20.79,17.63,243.88,27.94,53.3,31.54,74.46,22.89,32.12,172.82,96.47,24.52,42.02,33.98,45.88,80.37,44.98,6.58,23.39,32.16,34.54,29.35,34.19,20.41,11.33,16.2,68.12,60.41,69.89,51.82,31.22,59.07,24.34,15.84,4.4,7.34,15.47,74.96,31.05,84.17,16.67,51.26,31.42
2011-10-19,48.6,44.92,40.08,60.26,387.68,58.47,40.35,39.05,25.61,66.55,43.16,54.7,97.8,43.7,31.95,53.56,15.44,20.24,17.48,231.53,27.31,52.39,31.68,73.84,22.66,31.76,171.36,95.8,23.88,40.91,33.69,45.16,79.27,45.04,6.35,22.5,31.86,34.02,28.74,33.81,19.92,11.12,15.99,67.34,60.75,69.42,51.49,30.67,58.91,23.74,15.38,4.37,7.28,15.94,74.52,30.46,84.15,16.34,50.96,31.03
2011-10-20,49.1,44.98,39.89,59.67,384.46,58.48,40.1,39.63,25.53,66.67,43.92,55.12,97.87,43.43,31.8,53.67,15.55,20.23,17.4,233.61,27.61,53.47,31.72,74.77,22.69,31.93,171.23,96.88,24.43,41.22,33.75,45.91,80.38,45.14,6.42,22.86,31.99,34.33,28.46,34.01,20.4,11.25,15.67,66.79,61.06,69.64,51.41,29.67,59.55,23.51,14.56,4.38,7.26,16.18,74.79,31.29,83.58,16.37,50.99,31.17
2011-10-21,50.19,47.19,41.02,61.67,382.09,58.63,41.69,40.55,25.64,67.88,44.87,56.54,99.06,44.81,32.32,54.2,15.25,20.71,17.71,234.78,28.36,54.2,32.23,76.48,23.42,32.84,175.46,98.88,24.95,42.17,34.49,46.62,83.37,46.34,6.41,23.96,33.12,35.42,28.94,34.15,20.66,11.79,16.23,67.61,62.16,71.2,51.97,30.55,61.6,24.12,14.74,4.41,7.47,16.12,76.14,31.57,86.69,16.55,52.59,31.94
2011-10-24,50.39,48.61,41.48,61.82,394.63,58.46,42.93,40.3,25.67,64.77,45.93,57.31,100.9,43.53,32.48,54.06,15.38,20.38,17.99,237.61,29.18,54.28,32.08,78.09,23.75,33.19,176.06,99.58,25.15,43.05,34.74,46.88,87.54,46.89,6.66,25.09,33.25,35.27,30.11,34.23,20.29,12.03,16.69,68.03,61.33,72.42,51.77,31.06,61.89,24.73,15.19,4.41,7.63,16.71,76.17,32.65,86.4,16.7,53.08,31.91
2011-10-25,49.38,48.12,40.92,60.84,386.85,58.19,41.57,39.66,25.31,64.67,44.64,56.98,97.46,42.93,32.02,54.0,15.16,20.21,17.53,227.15,28.5,51.98,31.64,73.21,23.3,32.05,174.23,97.92,24.23,41.98,34.64,46.27,85.75,45.11,6.41,24.13,32.4,34.63,29.43,33.89,19.06,11.95,16.16,66.32,60.52,72.57,50.92,30.58,61.54,23.8,15.1,4.37,7.65,16.24,75.48,31.63,86.17,16.78,53.3,31.53
2011-10-26,50.23,49.13,39.59,63.55,389.6,58.37,42.55,40.4,25.1,65.35,46.59,58.23,103.18,43.19,31.48,54.62,15.28,20.61,17.91,198.4,29.07,52.59,31.89,73.19,23.87,32.64,175.79,100.05,24.43,43.06,35.14,46.96,87.35,46.26,6.53,25.27,33.0,35.12,29.46,33.97,21.95,11.42,16.18,66.89,60.93,70.23,51.55,30.68,60.25,24.47,15.39,4.36,7.82,16.3,77.03,32.28,86.18,16.77,52.39,31.85
2011-10-27,50.9,50.69,40.85,64.44,393.58,59.19,43.97,40.33,25.72,66.04,48.9,60.24,112.95,43.57,32.31,55.04,16.24,22.06,18.43,206.78,30.5,53.95,32.41,77.36,23.67,34.54,179.56,102.11,25.67,45.52,36.17,48.9,91.89,47.31,7.16,26.47,34.1,35.76,30.4,34.41,22.9,11.62,15.99,69.26,61.22,69.59,52.05,32.17,61.87,25.65,15.79,4.66,8.18,16.63,77.8,34.97,87.8,17.56,54.31,32.43
2011-10-28,50.12,50.73,40.62,65.09,393.84,59.49,44.08,40.49,25.47,65.44,49.36,60.07,112.43,43.52,32.01,54.41,16.13,22.38,18.42,217.32,30.03,53.68,32.58,76.97,22.96,34.32,181.08,102.74,25.68,46.11,35.74,48.3,92.39,47.11,7.29,26.29,33.79,34.71,30.1,34.34,23.3,11.54,13.99,69.66,60.73,69.39,51.78,32.55,61.74,26.55,15.78,4.66,8.14,16.56,77.42,34.66,87.6,17.67,54.58,32.7
2011-10-31,48.66,49.29,41.23,62.82,393.67,59.26,42.07,40.36,25.14,64.82,48.54,57.98,106.3,43.11,31.43,54.0,15.62,20.97,17.9,213.51,28.85,52.08,32.29,75.09,22.57,32.95,178.36,98.43,24.57,44.9,35.25,46.36,90.11,45.55,6.77,24.64,33.33,34.4,29.36,34.13,21.47,11.23,13.37,66.71,60.03,69.82,51.24,29.9,60.53,25.29,15.29,4.33,7.8,15.64,74.2,32.83,87.18,17.65,54.42,32.21
2011-11-01,47.45,47.7,39.83,60.31,385.63,58.58,40.91,39.56,24.53,63.88,46.81,56.63,100.47,42.03,30.65,53.54,14.98,19.71,17.96,212.1,28.06,50.98,31.68,72.73,22.12,31.34,175.19,95.65,23.49,43.79,34.4,44.77,87.41,44.87,6.35,23.37,32.23,34.15,28.53,33.53,21.14,10.66,13.48,65.26,58.83,68.06,50.63,30.1,57.93,24.37,14.64,4.24,7.57,14.93,72.15,30.9,86.3,16.75,51.81,31.59
2011-11-02,48.28,49.0,40.28,61.49,386.5,58.75,41.09,39.48,24.55,64.25,47.73,57.87,102.99,41.95,31.23,54.14,15.19,18.53,18.15,215.62,28.84,51.03,32.03,74.18,22.16,31.5,177.67,97.96,24.14,44.68,34.71,45.33,89.61,45.04,6.66,24.14,31.98,34.58,28.72,33.61,21.95,10.72,13.35,64.84,58.97,68.55,51.08,30.09,58.42,24.62,14.95,4.23,7.72,15.1,73.51,31.77,86.88,17.0,52.6,31.64
2011-11-03,49.26,50.32,41.29,63.2,392.01,59.12,42.36,40.65,25.04,64.8,49.08,59.53,104.49,42.23,30.98,54.67,15.58,18.31,18.47,218.29,29.5,52.21,32.45,75.68,22.45,32.48,180.94,99.45,24.59,45.63,36.2,46.26,91.58,45.37,6.85,24.58,32.77,35.03,29.73,34.71,22.2,10.89,13.86,65.39,59.3,69.99,47.18,30.41,60.0,25.51,15.16,4.31,7.97,15.48,74.93,32.47,87.33,17.31,54.07,31.78
2011-11-04,49.4,49.84,41.22,62.83,389.25,58.35,42.56,40.54,24.78,64.82,49.09,58.66,101.93,42.01,31.41,54.75,15.32,17.92,18.27,216.48,28.96,51.73,32.03,75.36,21.9,31.45,180.05,99.73,24.2,45.49,36.89,45.46,91.33,44.6,6.44,23.86,32.81,34.97,30.37,34.13,22.51,10.84,13.74,65.18,59.13,70.39,47.18,30.56,59.83,25.63,14.86,4.25,8.07,15.24,74.61,32.09,88.09,17.17,53.88,31.53
2011-11-07,50.01,49.9,42.42,63.29,388.76,58.83,42.39,40.53,25.3,65.27,48.65,58.72,102.44,42.2,31.38,55.17,15.32,17.99,18.65,217.0,29.16,51.43,32.24,75.73,21.8,31.23,180.96,100.94,24.22,45.76,37.09,45.49,90.63,44.1,6.4,23.67,33.26,35.88,30.13,34.28,22.84,10.79,14.13,65.48,59.54,71.99,47.68,30.52,60.54,26.49,15.04,4.35,8.06,15.69,75.39,32.34,88.85,17.15,54.88,31.85
